,name,summary,image,origin,publication_types,founded,parent_comp,hq,website,AuthorConnections,BookConnections,id
435,Virago Press,"Springer Science+Business Media, commonly known as Springer, is a German multinational publishing company of books, e-books and peer-reviewed journals in science, humanities, technical and medical (STM) publishing.[1]
",-1,United Kingdom,Unknown,1973; 48 years ago (1973),Hachette Livre,Unknown,http://www.virago.co.uk/,,,435
436,Virgin Books,"Square One Publishers is a publishing company, founded in 2000 by Rubin ""Rudy"" Shur, a former Avery Publishing president.[1] Rudy Shur serves as the Chief Executive Officer.[2] Their offices are located in Garden City, New York, home to other publisher's offices.[1] In April 2016, Square One Publishers acquired Ocean Publishing, located in Flageler Beach, Florida, with the intent to keep the Ocean Publishing name as an imprint.[3] Later that year, Square One Publishers acquired the rights to five novels by James Misko, marking the entry into fictional titles.[4]
",https://upload.wikimedia.org/wikipedia/en/4/4f/Virgin_Books.png,United Kingdom,Books,[1],Unkown,London,www.penguin.co.uk/company/publishers/ebury/virgin-books.html,,,436
437,Voyager Books,"Stanford Briefs 
",https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Harpercollins-logo.svg/300px-Harpercollins-logo.svg.png,United StatesUnited Kingdom,Unknown,1989; 32 years ago (1989),News Corp,195 Broadway,harpercollins.com,,,437
438,W. H. Allen & Co.,"Steidl is a German-language publisher, an international publisher of photobooks, and a printing company, based in Göttingen, Germany.[2] It was started in 1968 by Gerhard Steidl and is still run by him.[3][4]
",-1,United Kingdom,Books,1835 (1835),Unkown,London,Not available,,,438
439,W. W. Norton & Company,"
",https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Norton_Company_logo.svg/220px-Norton_Company_logo.svg.png,United States,Books,1923; 98 years ago (1923),Unkown,New York City,wwnorton.com,,,439
440,Walter de Gruyter,"Summerwild Productions is a Canadian independent book publisher.
",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Verlag_Walter_de_Gruyter_Logo.svg/220px-Verlag_Walter_de_Gruyter_Logo.svg.png,Germany,Unknown,1749; 272 years ago (1749),Unkown,Berlin,www.degruyter.com,,,440
441,Ward Lock & Co,"Summit Publishing Co., Inc., trading as Summit Media, is a digital lifestyle network in the Philippines. It has 15 media brands attracting around 20 million monthly unique visitors and approximately 33 million social media followers.[citation needed]It began as a consumer magazine publisher in June 1995, with Preview as its first magazine title.[1] It turned into a publication conglomerate which published several lifestyle magazines titles, including Candy for young Filipino girls and Yes!, a Philippine entertainment magazine. 
",-1,United Kingdom,"Books, magazines",1854; 167 years ago (1854),Unkown,London,Not available,,,441
442,WBusiness Books,"The State University of New York (SUNY /ˈsuːni/ SOO-nee) is a system of public colleges and universities in New York State. It is the largest comprehensive system of universities, colleges, and community colleges in the United States,[7] with a total enrollment of 424,051 students, plus 2,195,082 adult education students, spanning 64 campuses across the state. Led by Chancellor Jim Malatras, the SUNY system has 91,182 employees, including 32,496 faculty members, and some 7,660 degree and certificate programs overall and a $13.08 billion budget.[8][9]
",-1,United States,Books,1974,Academic Learning Company,"El Monte, California",newwinpublishing.com,,,442
443,Weidenfeld & Nicolson,"
",https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Wn-logo-2014.jpg/220px-Wn-logo-2014.jpg,United Kingdom,Books,[1],Orion Publishing Group,London,orionbooks.co.uk,,,443
444,Wesleyan University Press,"Tachyon Publications is an independent press specializing in science fiction and fantasy books.  Founded in San Francisco in 1995 by Jacob Weisman, Tachyon books have tended toward high-end literary works, short story collections, and anthologies.
",-1,United States,Books,1957,Wesleyan University,"Middletown, Connecticut",wesleyan.edu/wespress,,,444
445,WestBow Press,"Tammi is a Finnish publishing company established in 1943 by an initiative of Väinö Tanner, leader of the Social Democratic Party of Finland. In 1996, the company was bought by the Bonnier Group, and it is currently the third largest book publisher in Finland.[1]
",https://upload.wikimedia.org/wikipedia/en/1/15/Thomas_Nelson_logo.jpg,Scotland,"Bibles, books, curriculum, digital content",17981854 (US),HarperCollins,"Nashville, Tennessee",www.thomasnelson.com,,,445
446,Westminster John Knox Press,"Tarpaulin Sky Press is a small press publisher of hybrid texts as well as poetry and prose. Founded by Christian Peet in 2006 and based in Grafton, Vermont, the company produces full-length books, chapbooks, trade paperbacks, hand-bound books, and a literary journal that appears in online and paper editions.[1] Their trade paperbacks are distributed by Small Press Distribution, where three titles have appeared on the distributor's ""bestsellers"" list, including Danielle Dutton's Attempts at a Life, which stayed on the list for seven months. [2] In addition to Dutton's book, the press's titles include the first full-length work of fiction by poet Joyelle McSweeney, Nylund, the Sarcographer;  a collaborative book of poetry by Noah Eli Gordon and Joshua Marie Wilkinson, with images by Noah Saterstrom, Figures for a Darkroom Voice;  hand-bound and perfect-bound editions of the second book by Jenny Boully, [one love affair]*; and hand-bound and perfect-bound editions of the first full-length collection of poems by Max Winter, The Pictures. The press's chapbooks include prose poetry and verse by Sandy Florian, Andrew Michael Roberts, and Chad Sweeney.
",https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Westminster_John_Knox_logo.jpg/200px-Westminster_John_Knox_logo.jpg,United States,Books,Unknown,Presbyterian Publishing Corporation,"Louisville, Kentucky",www.wjkbooks.com,,,446
447,William B. Eerdmans Publishing Company,"Taunton Press is a publisher of periodicals, books, and websites for the hobbyist and building trades based in Newtown, Connecticut. It was established in 1975 by Paul Roman and his wife Jan.[2]
",https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Eerdmans-logo.png/200px-Eerdmans-logo.png,United States,Books,1911,Unkown,"Grand Rapids, Michigan",www.eerdmans.com,,,447
448,Windgate Press,"Taylor & Francis Group is an international company originating in England that publishes books and academic journals. It is a division of Informa plc, a United Kingdom–based publisher and conference company.[6]
",-1,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,448
449,Wipf and Stock,"Ten Speed Press is a publishing house founded in Berkeley, California in 1971 by Philip Wood.[1] Ten Speed Press was bought by Random House in February 2009 and is now part of their Crown Publishing Group division.
",-1,United States,books,1995,Unkown,"Eugene, Oregon",wipfandstock.com,,,449
450,Wisdom Publications,"Thames & Hudson (also Thames and Hudson and sometimes T&H for brevity) is a publisher of illustrated books on art, architecture, design, and visual culture.[2] With its headquarters in London, England, it has a sister company in New York and subsidiaries in Melbourne, Singapore and Hong Kong. In Paris, it has a further subsidiary company, Interart, which is engaged in the distribution of English-language books and a sister company, Éditions Thames & Hudson. It has been an independent, family-owned company since its founding in 1949.
",https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/FPMT.png/180px-FPMT.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,450
451,Witherby Publishing Group,"Thames & Hudson (also Thames and Hudson and sometimes T&H for brevity) is a publisher of illustrated books on art, architecture, design, and visual culture.[2] With its headquarters in London, England, it has a sister company in New York and subsidiaries in Melbourne, Singapore and Hong Kong. In Paris, it has a further subsidiary company, Interart, which is engaged in the distribution of English-language books and a sister company, Éditions Thames & Hudson. It has been an independent, family-owned company since its founding in 1949.
",https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Witherby_Publishing_Group_Logo.png/220px-Witherby_Publishing_Group_Logo.png,United Kingdom,Unknown,1740,Unkown,"Livingston, West Lothian",www.witherbypublishinggroup.com,,,451
452,Woodhead Publishing,"
",-1,Unknown,Books,1989,Elsevier,Sawston,www.elsevier.com/books-and-journals/woodhead-publishing,,,452
453,Wordfarm,"
",-1,United States,Books,2003,Unkown,Seattle,www.wordfarm.net,,,453
454,Workman Publishing Company,"Thomas Nelson is a publishing firm that began in West Bow, Edinburgh, Scotland, in 1798 as the namesake of its founder. It is a subsidiary of HarperCollins, the publishing unit of News Corp. It describes itself as a ""world leading publisher and provider of Christian content"".[1]
",https://upload.wikimedia.org/wikipedia/en/9/93/Workmen.jpg,United States,Books,1968,Unkown,New York City,workman.com,,,454
455,World Publishing Company,"Three Sirens Press was a New York based publisher active in the 1930s. It specialized in high quality editions of classic books, mostly books illustrated by well known illustrators. Examples include:
",-1,United States,Books,1902; 119 years ago (1902),Times Mirror Company,Cleveland,Not available,,,455
456,World Scientific,"Ticonderoga Publications is an Australian independent publishing house founded by Russell B. Farr in 1996 and now run by Farr[1] and Liz Grzyb. The publisher specialises in collections of science fiction short stories.
",https://upload.wikimedia.org/wikipedia/en/c/c1/WSPC-LOGO.jpg,Singapore,Books,1981; 40 years ago (1981),Unkown,Unknown,www.worldscientific.com,,,456
457,WSOY,"Times Books (previously the New York Times Book Company) is a publishing imprint owned by The New York Times Company and licensed to Henry Holt and Company.
",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Sanoma_logo_2013.png/220px-Sanoma_logo_2013.png,Unknown,Unknown,1999,Unkown,Unknown,Not available,,,457
458,Xoanon Publishing,"Titan Publishing Group is an independently owned British publishing company, established in 1981.[2] It is based at offices in London's Bankside area. The books division has two main areas of publishing: film and television tie-ins and cinema reference books; and graphic novels and comics references and art titles. The company is a division of Titan Entertainment Group, which also owns Titan Magazines. As of 2016, Titan Books' editorial director is Laura Price.
",-1,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,458
459,Yale University Press,"Top Shelf Productions is an American publishing company founded in 1997, originally owned and operated by Chris Staros and Brett Warnock and a small staff. Now an imprint of IDW Publishing, Top Shelf is based in Marietta, Georgia.
",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Yale_press_logo.png/100px-Yale_press_logo.png,United States,Unknown,1908,Yale University,"New Haven, Connecticut",yalebooks.yale.edu,112,399,459
460,Zed Books,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/ZED_Books_New_Logo.png/220px-ZED_Books_New_Logo.png,United Kingdom,Books,1976; 45 years ago (1976),Unkown,London,www.zedbooks.net,,,460
461,Ziff Davis,"
",https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Ziff_Davis_Logo.png/220px-Ziff_Davis_Logo.png,Unknown,Unknown,"Chicago, Illinois",Unkown,Unknown,Not available,,,461
462,Zondervan,"
",https://upload.wikimedia.org/wikipedia/en/7/75/ZondervanLogo.png,United States,Books,1931,HarperCollins,"Grand Rapids, Michigan",zondervan.com,,,462
